0	5.25437e-06	0	0
.100	5.25413e-06	0	0
.200	5.2534e-06	0	0
.300	5.2522e-06	0	0
.400	5.25051e-06	0	0
.500	5.24834e-06	0	0
.600	5.24569e-06	0	0
.700	5.24256e-06	0	0
.800	1.73276e-05	0.00113173	0.000113173
.900	1.79726e-05	0	0.000113173
1.000	1.78934e-05	0	0.000113173
1.100	3.23746e-05	0.00113173	0.000226347
1.200	3.01529e-05	0	0.000226347
1.300	3.33102e-05	0	0.000226347
1.400	3.18343e-05	0	0.000226347
1.500	3.25298e-05	0	0.000226347
1.600	3.12855e-05	0	0.000226347
1.700	3.2356e-05	0	0.000226347
1.800	6.17021e-05	0.00113173	0.00033952
1.900	6.09193e-05	0.00113173	0.000452694
2.000	7.9816e-05	0	0.000452694
2.100	7.67178e-05	0	0.000452694
2.200	7.21622e-05	0	0.000452694
2.300	7.21654e-05	0	0.000452694
2.400	7.17165e-05	0	0.000452694
2.500	7.3486e-05	0	0.000452694
2.600	7.41883e-05	0	0.000452694
2.700	7.1674e-05	0	0.000452694
2.800	7.23928e-05	0	0.000452694
2.900	7.23584e-05	0	0.000452694
3.000	6.8316e-05	0	0.000452694
3.100	6.63735e-05	0	0.000452694
3.200	7.01331e-05	0	0.000452694
3.300	6.73935e-05	0	0.000452694
3.400	6.60292e-05	0	0.000452694
3.500	6.12407e-05	0	0.000452694
3.600	5.71344e-05	0	0.000452694
3.700	4.96198e-05	0	0.000452694
3.800	4.40002e-05	0.00113173	0.000565867
3.900	4.48324e-05	0	0.000565867
4.000	4.48009e-05	0	0.000565867
4.100	4.37465e-05	0	0.000565867
4.200	4.43448e-05	0	0.000565867
4.300	4.04197e-05	0	0.000565867
4.400	3.92449e-05	0	0.000565867
4.500	4.13997e-05	0.00113173	0.00067904
4.600	4.68656e-05	0.00113173	0.000792214
4.700	4.73219e-05	0	0.000792214
4.800	4.40375e-05	0	0.000792214
4.900	4.75066e-05	0	0.000792214
5.000	4.25001e-05	0	0.000792214
5.100	4.60995e-05	0	0.000792214
5.200	4.55816e-05	0	0.000792214
5.300	5.51603e-05	0.00113173	0.000905387
5.400	5.87881e-05	0	0.000905387
5.500	5.44676e-05	0	0.000905387
5.600	5.67506e-05	0	0.000905387
5.700	5.01445e-05	0	0.000905387
5.800	4.5972e-05	0	0.000905387
5.900	5.11346e-05	0	0.000905387
6.000	4.71375e-05	0	0.000905387
6.100	4.70085e-05	0	0.000905387
6.200	5.92008e-05	0.00113173	0.00101856
6.300	6.35407e-05	0	0.00101856
6.400	6.16859e-05	0	0.00101856
6.500	6.28146e-05	0	0.00101856
6.600	5.9964e-05	0	0.00101856
6.700	6.22447e-05	0	0.00101856
6.800	6.25034e-05	0.00113173	0.00113173
6.900	6.62038e-05	0	0.00113173
7.000	8.64966e-05	0.00113173	0.00124491
7.100	8.32579e-05	0	0.00124491
7.200	9.42175e-05	0.00226347	0.00147125
7.300	8.46588e-05	0	0.00147125
7.400	8.51904e-05	0	0.00147125
7.500	8.56623e-05	0	0.00147125
7.600	8.0878e-05	0	0.00147125
7.700	7.95343e-05	0	0.00147125
7.800	8.18388e-05	0	0.00147125
7.900	7.88413e-05	0	0.00147125
8.000	0.00010771	0.00226347	0.0016976
8.100	0.000106231	0	0.0016976
8.200	9.42238e-05	0	0.0016976
8.300	9.20254e-05	0	0.0016976
8.400	0.000110577	0.00113173	0.00181077
8.500	0.000124631	0.00113173	0.00192395
8.600	0.000126186	0.00113173	0.00203712
8.700	0.000116961	0	0.00203712
