0	0.00503563	0	0	0.00118147	0.000118147
.100	0.00503539	0	0	0	0.000118147
.200	0.00503467	0	0	0	0.000118147
.300	0.00503346	0	0	0	0.000118147
.400	0.00503178	0	0	0	0.000118147
.500	0.00502961	0	0	0	0.000118147
.600	0.00502696	0	0	0	0.000118147
.700	0.00502383	0	0	0	0.000118147
.800	0.0169057	0.00118147	0.000118147	0.00118147	0.000236295
.900	0.013341	0	0.000118147	0	0.000236295
1.000	0.0174815	0	0.000118147	0	0.000236295
1.100	0.0168325	0	0.000118147	0	0.000236295
1.200	0.0171591	0	0.000118147	0	0.000236295
1.300	0.0174102	0	0.000118147	0	0.000236295
1.400	0.0170718	0	0.000118147	0	0.000236295
1.500	0.0249335	0.00118147	0.000236295	0.00118147	0.000354442
1.600	0.0244036	0	0.000236295	0	0.000354442
1.700	0.0246491	0	0.000236295	0	0.000354442
1.800	0.0260083	0.00118147	0.000354442	0.00118147	0.00047259
1.900	0.0188274	0.00118147	0.00047259	0.00118147	0.000590737
2.000	0.0363191	0	0.00047259	0	0.000590737
2.100	0.0375546	0	0.00047259	0	0.000590737
2.200	0.0356847	0	0.00047259	0	0.000590737
2.300	0.0363494	0	0.00047259	0	0.000590737
2.400	0.0355812	0	0.00047259	0	0.000590737
2.500	0.0367314	0	0.00047259	0	0.000590737
2.600	0.0360575	0	0.00047259	0	0.000590737
2.700	0.0372657	0	0.00047259	0	0.000590737
2.800	0.0375811	0	0.00047259	0	0.000590737
2.900	0.0374016	0	0.00047259	0.00118147	0.000708885
3.000	0.0381606	0	0.00047259	0	0.000708885
3.100	0.0484587	0.00118147	0.000590737	0.00118147	0.000827032
3.200	0.0423394	0	0.000590737	0	0.000827032
3.300	0.0545925	0.00118147	0.000708885	0.00118147	0.00094518
3.400	0.0517056	0	0.000708885	0	0.00094518
3.500	0.0559944	0	0.000708885	0	0.00094518
3.600	0.0528531	0	0.000708885	0.00118147	0.00106333
3.700	0.0507377	0	0.000708885	0	0.00106333
3.800	0.0751688	0.00236295	0.00094518	0.00354442	0.00141777
3.900	0.075905	0	0.00094518	0	0.00141777
4.000	0.0701771	0.00118147	0.00106333	0.00118147	0.00153592
4.100	0.0763865	0	0.00106333	0	0.00153592
4.200	0.0772808	0	0.00106333	0	0.00153592
4.300	0.0949295	0.00118147	0.00118147	0.00118147	0.00165406
4.400	0.0993703	0.00118147	0.00129962	0.00354442	0.00200851
4.500	0.111554	0.00118147	0.00141777	0.00236295	0.0022448
4.600	0.12565	0.00118147	0.00153592	0.00118147	0.00236295
4.700	0.124865	0	0.00153592	0	0.00236295
4.800	0.124752	0.00118147	0.00165406	0.00118147	0.0024811
