0	5.03563e-06	0	0	0	0
.100	5.03539e-06	0	0	0	0
.200	5.03467e-06	0	0	0	0
.300	5.03346e-06	0	0	0	0
.400	5.03178e-06	0	0	0	0
.500	5.02961e-06	0	0	0	0
.600	5.02696e-06	0	0	0	0
.700	5.02383e-06	0	0	0	0
.800	1.69057e-05	0.00118147	0.000118147	0	0
.900	1.3341e-05	0	0.000118147	0	0
1.000	1.74815e-05	0	0.000118147	0	0
1.100	1.68325e-05	0	0.000118147	0	0
1.200	1.71591e-05	0	0.000118147	0	0
1.300	1.74102e-05	0	0.000118147	0	0
1.400	1.70718e-05	0	0.000118147	0	0
1.500	2.49335e-05	0.00118147	0.000236295	0	0
1.600	2.44036e-05	0	0.000236295	0	0
1.700	2.46491e-05	0	0.000236295	0	0
1.800	2.60083e-05	0.00118147	0.000354442	0	0
1.900	1.88274e-05	0.00118147	0.00047259	0	0
2.000	3.63191e-05	0	0.00047259	0	0
2.100	3.75546e-05	0	0.00047259	0	0
2.200	3.56847e-05	0	0.00047259	0	0
2.300	3.63494e-05	0	0.00047259	0	0
2.400	3.55812e-05	0	0.00047259	0	0
2.500	3.67314e-05	0	0.00047259	0	0
2.600	3.60575e-05	0	0.00047259	0	0
2.700	3.72657e-05	0	0.00047259	0	0
2.800	3.75811e-05	0	0.00047259	0	0
2.900	3.74016e-05	0	0.00047259	0	0
3.000	3.81606e-05	0	0.00047259	0	0
3.100	4.84587e-05	0.00118147	0.000590737	0.000118147	0.000118147
3.200	4.23394e-05	0	0.000590737	0	0.000118147
3.300	5.45925e-05	0.00118147	0.000708885	0.000118147	0.000236295
3.400	5.17056e-05	0	0.000708885	0	0.000236295
3.500	5.59944e-05	0	0.000708885	0	0.000236295
3.600	5.28531e-05	0	0.000708885	0	0.000236295
3.700	5.07377e-05	0	0.000708885	0	0.000236295
3.800	7.51688e-05	0.00236295	0.00094518	0.000118147	0.000354442
3.900	7.5905e-05	0	0.00094518	0	0.000354442
4.000	7.01771e-05	0.00118147	0.00106333	0	0.000354442
4.100	7.63865e-05	0	0.00106333	0	0.000354442
4.200	7.72808e-05	0	0.00106333	0	0.000354442
4.300	9.49295e-05	0.00118147	0.00118147	0	0.000354442
4.400	9.93703e-05	0.00118147	0.00129962	0	0.000354442
4.500	0.000111554	0.00118147	0.00141777	0.000118147	0.00047259
4.600	0.00012565	0.00118147	0.00153592	0.000118147	0.000590737
4.700	0.000124865	0	0.00153592	0	0.000590737
4.800	0.000124752	0.00118147	0.00165406	0.000118147	0.000708885
4.900	0.000123523	0.00118147	0.00177221	0.000118147	0.000827032
5.000	0.000149586	0.00236295	0.00200851	0.000118147	0.00094518
5.100	0.000140871	0	0.00200851	0	0.00094518
5.200	0.000146773	0.00236295	0.0022448	0.000236295	0.00118147
5.300	0.000146569	0.00236295	0.0024811	0.000118147	0.00129962
5.400	0.000138714	0.00118147	0.00259924	0.000118147	0.00141777
5.500	0.000131922	0	0.00259924	0	0.00141777
5.600	0.000145352	0.00236295	0.00283554	0.000236295	0.00165406
5.700	0.000148536	0.00118147	0.00295369	0.000118147	0.00177221
5.800	0.000165691	0.00118147	0.00307183	0	0.00177221
5.900	0.000164244	0.00236295	0.00330813	0.000118147	0.00189036
6.000	0.000161918	0	0.00330813	0	0.00189036
6.100	0.000169339	0.00118147	0.00342628	0.000118147	0.00200851
6.200	0.000167582	0	0.00342628	0	0.00200851
6.300	0.000191341	0.00354442	0.00378072	0.000118147	0.00212665
6.400	0.000212908	0.00118147	0.00389887	0.000118147	0.0022448
6.500	0.00023071	0.00118147	0.00401701	0.000118147	0.00236295
6.600	0.000224647	0	0.00401701	0	0.00236295
6.700	0.000226813	0.00118147	0.00413516	0	0.00236295
6.800	0.000226752	0.00236295	0.00437146	0	0.00236295
6.900	0.00022672	0.00118147	0.0044896	0.000118147	0.0024811
7.000	0.000225275	0.00118147	0.00460775	0.000118147	0.00259924
7.100	0.000242933	0.00118147	0.0047259	0.000118147	0.00271739
